,tradeDate,B&H,action,operation,return
0,2021-11-23,10000.0,0,0,10000.0
1,2021-11-24,10294.0,8,0,10000.0
2,2021-11-25,10392.0,8,0,10000.0
3,2021-11-26,10056.0,6,0,10000.0
4,2021-11-29,10056.0,2,0,10000.0
5,2021-11-30,10084.0,8,0,10000.0
6,2021-12-01,10098.0,7,0,10000.0
7,2021-12-02,10322.0,10,0,10000.0
8,2021-12-03,10168.0,9,0,10000.0
9,2021-12-06,10028.0,10,0,10000.0
10,2021-12-07,10070.0,2,0,10000.0
11,2021-12-08,10154.0,8,0,10000.0
12,2021-12-09,10266.0,10,0,10000.0
13,2021-12-10,10420.0,3,0,10000.0
14,2021-12-13,10378.0,9,0,10000.0
15,2021-12-14,10602.0,2,0,10000.0
16,2021-12-15,10672.0,8,0,10000.0
17,2021-12-16,10728.0,2,0,10000.0
18,2021-12-17,11008.0,2,0,10000.0
19,2021-12-20,12114.0,2,0,10000.0
20,2021-12-21,11274.000000000002,8,0,10000.0
21,2021-12-22,10896.0,6,0,10000.0
22,2021-12-23,10686.0,2,0,10000.0
23,2021-12-24,10686.0,8,0,10000.0
24,2021-12-27,10616.0,7,0,10000.0
25,2021-12-28,10602.0,10,0,10000.0
26,2021-12-29,10602.0,10,0,10000.0
27,2021-12-30,11092.0,7,0,10000.0
28,2021-12-31,11456.0,2,0,10000.0
29,2022-01-04,11470.0,2,0,10000.0
30,2022-01-05,11680.0,10,0,10000.0
31,2022-01-06,11540.0,2,0,10000.0
32,2022-01-07,11890.0,10,0,10000.0
33,2022-01-10,12338.0,7,0,10000.0
34,2022-01-11,12156.0,10,0,10000.0
35,2022-01-12,12324.000000000002,6,0,10000.0
36,2022-01-13,12226.0,2,0,10000.0
37,2022-01-14,11904.0,2,0,10000.0
38,2022-01-17,11568.0,10,0,10000.0
39,2022-01-18,11764.0,7,0,10000.0
40,2022-01-19,11190.0,3,0,10000.0
41,2022-01-20,11512.0,6,0,10000.0
42,2022-01-21,11302.0,6,0,10000.0
43,2022-01-24,10840.0,10,0,10000.0
44,2022-01-25,11022.0,2,0,10000.0
45,2022-01-26,10854.0,2,0,10000.0
46,2022-01-27,11386.000000000002,10,0,10000.0
47,2022-01-28,11470.0,6,0,10000.0
48,2022-02-07,11876.0,7,0,10000.0
49,2022-02-08,11833.999999999998,8,0,10000.0
50,2022-02-09,11778.0,2,0,10000.0
51,2022-02-10,11638.0,2,0,10000.0
52,2022-02-11,11764.0,2,0,10000.0
53,2022-02-14,12940.0,8,0,10000.0
54,2022-02-15,12883.999999999998,7,0,10000.0
55,2022-02-16,12114.0,6,0,10000.0
56,2022-02-17,12366.0,10,0,10000.0
57,2022-02-18,12464.0,1,1,10000.0
58,2022-02-21,12674.000000000002,2,2,10168.45
59,2022-02-22,12464.0,10,0,10168.45
60,2022-02-23,12226.0,10,0,10168.45
61,2022-02-24,12478.0,9,0,10168.45
62,2022-02-25,12128.0,7,0,10168.45
63,2022-02-28,12282.0,6,0,10168.45
64,2022-03-01,12492.0,6,0,10168.45
65,2022-03-02,12436.000000000002,2,0,10168.45
66,2022-03-03,12324.000000000002,7,0,10168.45
67,2022-03-04,12464.0,10,0,10168.45
68,2022-03-07,12002.0,9,0,10168.45
69,2022-03-08,11750.0,2,0,10168.45
70,2022-03-09,12016.0,2,0,10168.45
71,2022-03-10,12576.0,1,1,10168.45
72,2022-03-11,12394.0,3,0,10021.29
73,2022-03-14,11456.0,10,0,9262.85
74,2022-03-15,11918.0,2,0,9636.41
75,2022-03-16,12436.000000000002,6,0,10055.250000000002
76,2022-03-17,12814.0,7,0,10360.89
77,2022-03-18,13374.000000000002,9,0,10813.69
78,2022-03-21,13542.0,10,0,10949.53
79,2022-03-22,13654.0,7,0,11040.09
80,2022-03-23,13612.0,7,0,11006.13
81,2022-03-24,13514.0,8,0,10926.89
82,2022-03-25,13794.0,10,0,11153.29
83,2022-03-28,14144.0,8,0,11436.29
84,2022-03-29,15558.0,7,0,12579.61
85,2022-03-30,17112.0,7,0,13836.13
86,2022-03-31,18820.0,6,0,15217.17
87,2022-04-01,20696.0,2,2,16734.05
88,2022-04-06,18624.0,2,0,16734.05
89,2022-04-07,16986.0,6,0,16734.05
90,2022-04-08,15292.0,10,0,16734.05
91,2022-04-11,15124.000000000002,7,0,16734.05
92,2022-04-12,15530.0,7,0,16734.05
93,2022-04-13,15866.0,6,0,16734.05
94,2022-04-14,15278.0,6,0,16734.05
95,2022-04-15,14942.0,10,0,16734.05
96,2022-04-18,15474.000000000002,6,0,16734.05
97,2022-04-19,15152.0,8,0,16734.05
98,2022-04-20,13640.0,2,0,16734.05
99,2022-04-21,13766.0,9,0,16734.05
100,2022-04-22,13080.0,2,0,16734.05
101,2022-04-25,12898.000000000002,6,0,16734.05
102,2022-04-26,13640.0,7,0,16734.05
103,2022-04-27,14998.000000000002,7,0,16734.05
104,2022-04-28,16496.0,10,0,16734.05
105,2022-04-29,15432.0,1,1,16734.05
106,2022-05-05,14844.0,2,0,16096.489999999998
107,2022-05-06,14774.000000000002,3,0,16020.59
108,2022-05-09,15558.0,2,2,16870.67
109,2022-05-10,15838.0,8,0,16870.67
110,2022-05-11,15082.0,8,0,16870.67
111,2022-05-12,16594.0,7,0,16870.67
112,2022-05-13,16383.999999999998,9,0,16870.67
113,2022-05-16,15418.0,2,0,16870.67
114,2022-05-17,15670.0,2,0,16870.67
115,2022-05-18,16440.0,6,0,16870.67
116,2022-05-19,16020.0,10,0,16870.67
117,2022-05-20,15712.0,10,0,16870.67
118,2022-05-23,15459.999999999998,10,0,16870.67
119,2022-05-24,15459.999999999998,7,0,16870.67
120,2022-05-25,15054.0,10,0,16870.67
121,2022-05-26,12744.0,9,0,16870.67
122,2022-05-27,12352.0,2,0,16870.67
123,2022-05-30,13583.999999999998,10,0,16870.67
124,2022-05-31,13640.0,7,0,16870.67
125,2022-06-01,13178.0,7,0,16870.67
126,2022-06-02,12898.000000000002,3,0,16870.67
127,2022-06-06,13304.0,1,1,16870.67
128,2022-06-07,12786.000000000002,2,0,16213.92
129,2022-06-08,12842.0,2,0,16284.919999999998
130,2022-06-09,12786.000000000002,8,0,16213.92
131,2022-06-10,12198.000000000002,10,0,15468.42
132,2022-06-13,12296.0,7,0,15592.669999999996
133,2022-06-14,12338.0,3,0,15645.919999999998
134,2022-06-15,12380.0,8,0,15699.169999999998
135,2022-06-16,12030.0,6,0,15255.419999999998
136,2022-06-17,12309.999999999998,7,0,15610.419999999996
137,2022-06-20,12506.0,6,0,15858.919999999998
138,2022-06-21,12128.0,3,0,15379.669999999998
139,2022-06-22,12548.000000000002,10,0,15912.17
140,2022-06-23,12562.0,10,0,15929.92
141,2022-06-24,12562.0,10,0,15929.92
142,2022-06-27,12478.0,10,0,15823.419999999998
143,2022-06-28,13108.0,10,0,16622.17
144,2022-06-29,12758.0,10,0,16178.419999999996
145,2022-06-30,12520.0,3,0,15876.669999999998
146,2022-07-01,12352.0,10,0,15663.669999999998
147,2022-07-04,12198.000000000002,7,0,15468.42
148,2022-07-05,11820.0,6,0,14989.169999999998
149,2022-07-06,12002.0,10,0,15219.919999999998
150,2022-07-07,11959.999999999998,6,0,15166.669999999996
151,2022-07-08,11736.000000000002,3,0,14882.67
152,2022-07-11,11806.0,9,0,14971.419999999998
153,2022-07-12,11988.0,6,0,15202.169999999998
154,2022-07-13,11778.0,2,0,14935.919999999998
155,2022-07-14,10952.0,6,0,13888.669999999998
156,2022-07-15,11624.000000000002,10,0,14740.67
157,2022-07-18,11624.000000000002,8,0,14740.67
158,2022-07-19,11554.0,7,0,14651.919999999998
159,2022-07-20,11414.0,6,0,14474.419999999998
160,2022-07-21,11568.0,2,0,14669.669999999998
161,2022-07-22,11582.0,1,0,14687.419999999998
162,2022-07-25,12002.0,2,0,15219.919999999998
163,2022-07-26,11778.0,6,0,14935.919999999998
164,2022-07-27,11862.0,10,0,15042.42
165,2022-07-28,11932.0,8,0,15131.169999999998
166,2022-07-29,11582.0,10,0,14687.419999999998
167,2022-08-01,11008.0,6,0,13959.669999999998
168,2022-08-02,10910.0,10,0,13835.419999999998
169,2022-08-03,11036.0,7,0,13995.169999999998
170,2022-08-04,11064.0,3,0,14030.669999999998
171,2022-08-05,11134.0,3,0,14119.419999999998
172,2022-08-08,11162.0,10,0,14154.919999999998
173,2022-08-09,11176.0,2,0,14172.669999999998
174,2022-08-10,11274.000000000002,2,0,14296.92
175,2022-08-11,11400.0,10,0,14456.67
176,2022-08-12,11316.0,6,0,14350.169999999998
177,2022-08-15,11582.0,10,0,14687.419999999998
178,2022-08-16,11652.0,7,0,14776.169999999998
179,2022-08-17,11624.000000000002,7,0,14740.67
180,2022-08-18,11890.0,6,0,15077.919999999998
181,2022-08-19,11833.999999999998,2,0,15006.919999999996
182,2022-08-22,11974.000000000002,1,0,15184.42
183,2022-08-23,11666.0,10,0,14793.919999999998
184,2022-08-24,11694.0,10,0,14829.419999999998
185,2022-08-25,11568.0,10,0,14669.669999999998
186,2022-08-26,11638.0,10,0,14758.419999999998
187,2022-08-29,11736.000000000002,6,0,14882.67
188,2022-08-30,11512.0,9,0,14598.67
189,2022-08-31,12659.999999999998,10,0,16054.169999999996
190,2022-09-01,12408.0,5,0,15734.669999999996
191,2022-09-02,12492.0,6,0,15841.169999999998
192,2022-09-05,12982.0,2,0,16462.42
193,2022-09-06,13192.0,8,0,16728.67
194,2022-09-07,12758.0,2,0,16178.419999999996
195,2022-09-08,13178.0,7,0,16710.92
196,2022-09-09,12659.999999999998,10,0,16054.169999999996
197,2022-09-13,13920.0,7,0,17651.67
198,2022-09-14,15306.0,8,0,19408.92
199,2022-09-15,13780.0,10,0,17474.17
200,2022-09-16,13962.0,10,0,17704.92
201,2022-09-19,13416.0,2,2,17012.67
202,2022-09-20,13514.0,2,0,17012.67
203,2022-09-21,13276.0,2,0,17012.67
204,2022-09-22,12436.000000000002,6,0,17012.67
205,2022-09-23,12604.0,10,0,17012.67
206,2022-09-26,12380.0,7,0,17012.67
207,2022-09-27,11582.0,7,0,17012.67
208,2022-09-28,11302.0,6,0,17012.67
209,2022-09-29,11568.0,6,0,17012.67
