,tradeDate,B&H,action,operation,return
0,2021-11-23,10000.0,0,0,10000.0
1,2021-11-24,10000.0,0,0,10000.0
2,2021-11-25,9767.63,1,1,10000.0
3,2021-11-26,9559.72,0,0,9786.99
4,2021-11-29,9633.1,2,0,9862.17
5,2021-11-30,9730.94,2,0,9962.41
6,2021-12-01,9633.1,1,0,9862.17
7,2021-12-02,9706.48,1,0,9937.35
8,2021-12-03,9657.56,0,0,9887.23
9,2021-12-06,9669.79,1,0,9899.76
10,2021-12-07,9682.02,2,0,9912.29
11,2021-12-08,9755.4,2,0,9987.47
12,2021-12-09,9816.55,0,0,10050.12
13,2021-12-10,9706.48,1,0,9937.35
14,2021-12-13,9694.25,1,0,9924.82
15,2021-12-14,9816.55,2,2,10050.12
16,2021-12-15,9804.32,2,0,10050.12
17,2021-12-16,9816.55,0,0,10050.12
18,2021-12-17,9633.1,0,0,10050.12
19,2021-12-20,10048.920000000002,1,1,10050.12
20,2021-12-21,9889.93,2,0,9890.999999999998
21,2021-12-22,9682.02,2,0,9682.919999999998
22,2021-12-23,9804.32,0,0,9805.319999999998
23,2021-12-24,9914.39,2,0,9915.479999999998
24,2021-12-27,9975.54,0,0,9976.679999999997
25,2021-12-28,10158.990000000002,1,0,10160.28
26,2021-12-29,10256.830000000002,0,0,10258.2
27,2021-12-30,10122.3,0,0,10123.559999999998
28,2021-12-31,10464.740000000002,1,0,10466.28
29,2022-01-04,10342.44,2,2,10343.879999999996
30,2022-01-05,10379.13,0,0,10343.879999999996
31,2022-01-06,10134.53,1,1,10343.879999999996
32,2022-01-07,10256.830000000002,0,0,10468.78
33,2022-01-10,10281.29,1,0,10493.759999999998
34,2022-01-11,10733.8,2,2,10955.889999999998
35,2022-01-12,10941.71,0,0,10955.889999999998
36,2022-01-13,10489.2,0,0,10955.889999999998
37,2022-01-14,10587.04,1,1,10955.889999999998
38,2022-01-17,10317.98,2,0,10677.369999999995
39,2022-01-18,10660.420000000002,0,0,11031.85
40,2022-01-19,10428.05,2,0,10791.309999999998
41,2022-01-20,10611.5,2,2,10981.209999999995
42,2022-01-21,10746.03,1,1,10981.209999999995
43,2022-01-24,11540.98,2,2,11793.709999999995
44,2022-01-25,10868.330000000002,1,1,11793.709999999995
45,2022-01-26,9804.32,2,0,10638.349999999997
46,2022-01-27,10574.81,1,0,11474.989999999994
47,2022-01-28,10428.05,2,0,11315.629999999996
48,2022-02-07,11015.09,1,0,11953.069999999994
49,2022-02-08,11002.86,2,2,11939.789999999995
50,2022-02-09,11320.84,0,0,11939.789999999995
51,2022-02-10,11443.14,1,1,11939.789999999995
52,2022-02-11,12323.7,2,2,12858.509999999997
53,2022-02-14,11320.84,1,1,12858.509999999997
54,2022-02-15,11492.06,2,2,13053.109999999995
55,2022-02-16,10978.4,1,1,13053.109999999995
56,2022-02-17,11100.7,0,0,13198.609999999995
57,2022-02-18,11161.85,1,0,13271.359999999995
58,2022-02-21,10941.71,2,0,13009.459999999995
59,2022-02-22,10978.4,0,0,13053.109999999995
60,2022-02-23,10599.27,2,0,12602.059999999998
61,2022-02-24,10648.19,0,0,12660.259999999997
62,2022-02-25,10489.2,1,0,12471.109999999995
63,2022-02-28,10892.79,2,0,12951.259999999997
64,2022-03-01,10856.1,0,0,12907.609999999995
65,2022-03-02,11100.7,2,2,13198.609999999995
66,2022-03-03,11039.55,0,0,13198.609999999995
67,2022-03-04,10868.330000000002,0,0,13198.609999999995
68,2022-03-07,10672.65,1,1,13198.609999999995
69,2022-03-08,10905.02,2,2,13486.079999999994
70,2022-03-09,10880.56,1,1,13486.079999999994
71,2022-03-10,11125.16,2,2,13789.279999999995
72,2022-03-11,10452.509999999998,1,1,13789.279999999995
73,2022-03-14,9914.39,2,0,13079.119999999995
74,2022-03-15,10905.02,0,0,14386.459999999995
75,2022-03-16,11051.78,2,2,14580.139999999996
76,2022-03-17,11259.69,1,1,14580.139999999996
77,2022-03-18,11479.830000000002,0,0,14865.259999999997
78,2022-03-21,11345.3,2,2,14691.019999999991
79,2022-03-22,11357.53,1,1,14691.019999999991
80,2022-03-23,11088.47,2,0,14342.759999999997
81,2022-03-24,11455.37,0,0,14817.659999999993
82,2022-03-25,11626.59,0,0,15039.279999999992
83,2022-03-28,11479.830000000002,1,0,14849.319999999994
84,2022-03-29,11602.13,0,0,15007.619999999995
85,2022-03-30,11357.53,1,0,14691.019999999991
86,2022-03-31,11651.05,2,2,15070.939999999991
87,2022-04-01,11834.5,0,0,15070.939999999991
88,2022-04-06,11479.830000000002,1,1,15070.939999999991
89,2022-04-07,11479.830000000002,0,0,15070.939999999991
90,2022-04-08,10966.170000000002,1,0,14396.419999999996
91,2022-04-11,12066.87,2,2,15841.819999999992
92,2022-04-12,11577.670000000002,1,1,15841.819999999992
93,2022-04-13,11761.12,2,2,16092.919999999993
94,2022-04-14,11736.66,0,0,16092.919999999993
95,2022-04-15,11626.59,1,1,16092.919999999993
96,2022-04-18,11993.490000000002,0,0,16600.819999999992
97,2022-04-19,12262.55,2,2,16973.27999999999
98,2022-04-20,11467.6,0,0,16973.27999999999
99,2022-04-21,10452.509999999998,0,0,16973.27999999999
100,2022-04-22,9425.19,1,1,16973.27999999999
101,2022-04-25,9266.2,2,0,16686.75999999999
102,2022-04-26,9425.19,0,0,16973.27999999999
103,2022-04-27,9266.2,2,0,16686.75999999999
104,2022-04-28,9535.26,0,0,17171.639999999992
105,2022-04-29,9510.8,1,0,17127.55999999999
106,2022-05-05,9180.59,0,0,16532.479999999992
107,2022-05-06,9400.73,1,0,16929.199999999993
108,2022-05-09,9535.26,2,2,17171.639999999992
109,2022-05-10,9608.64,1,1,17171.639999999992
110,2022-05-11,9767.63,2,2,17455.949999999993
111,2022-05-12,9853.240000000002,0,0,17455.949999999993
112,2022-05-13,10073.38,1,1,17455.949999999993
113,2022-05-16,10000.0,0,0,17328.68999999999
114,2022-05-17,10024.46,1,0,17371.10999999999
115,2022-05-18,10012.23,2,0,17349.89999999999
116,2022-05-19,10122.3,0,0,17540.78999999999
117,2022-05-20,10220.14,2,2,17710.46999999999
118,2022-05-23,9951.080000000002,0,0,17710.46999999999
119,2022-05-24,10183.45,1,1,17710.46999999999
120,2022-05-25,10330.21,2,2,17965.82999999999
121,2022-05-26,10635.96,0,0,17965.82999999999
122,2022-05-27,10843.87,1,1,17965.82999999999
123,2022-05-30,10794.95,2,0,17884.749999999993
124,2022-05-31,10794.95,0,0,17884.749999999993
125,2022-06-01,10697.11,0,0,17722.589999999993
126,2022-06-02,10721.57,1,0,17763.129999999994
