,tradeDate,B&H,action,operation,return
0,2021-11-23,10000.0,0,0,10000.0
1,2021-11-24,9993.865000000002,0,0,10000.0
2,2021-11-25,9965.643999999998,0,0,10000.0
3,2021-11-26,9975.46,0,0,10000.0
4,2021-11-29,9995.092,0,0,10000.0
5,2021-11-30,10046.626,0,0,10000.0
6,2021-12-01,9986.503,0,0,10000.0
7,2021-12-02,10079.755,0,0,10000.0
8,2021-12-03,10000.0,0,0,10000.0
9,2021-12-06,9938.65,0,0,10000.0
10,2021-12-07,10084.663,0,0,10000.0
11,2021-12-08,10094.479,0,0,10000.0
12,2021-12-09,10090.798,0,0,10000.0
13,2021-12-10,10112.883999999998,0,0,10000.0
14,2021-12-13,10088.344,0,0,10000.0
15,2021-12-14,10076.074,0,0,10000.0
16,2021-12-15,10168.098999999998,0,0,10000.0
17,2021-12-16,10096.933,0,0,10000.0
18,2021-12-17,9938.65,0,0,10000.0
19,2021-12-20,10013.497,0,0,10000.0
20,2021-12-21,10055.215,0,0,10000.0
21,2021-12-22,10111.657,0,0,10000.0
22,2021-12-23,10052.761,0,0,10000.0
23,2021-12-24,10030.675,0,0,10000.0
24,2021-12-27,10038.036999999998,0,0,10000.0
25,2021-12-28,10012.27,0,0,10000.0
26,2021-12-29,10084.663,0,0,10000.0
27,2021-12-30,10136.196999999998,0,0,10000.0
28,2021-12-31,10144.786,0,0,10000.0
29,2022-01-04,9946.012,0,0,10000.0
30,2022-01-05,9958.282,0,0,10000.0
31,2022-01-06,9907.975,0,0,10000.0
32,2022-01-07,9909.202,0,0,10000.0
33,2022-01-10,9851.533,0,0,10000.0
34,2022-01-11,9919.017999999998,0,0,10000.0
35,2022-01-12,9808.588,0,0,10000.0
36,2022-01-13,9761.961999999998,0,0,10000.0
37,2022-01-14,9858.895,0,0,10000.0
38,2022-01-17,9876.073,0,0,10000.0
39,2022-01-18,9819.631,0,0,10000.0
40,2022-01-19,9742.33,0,0,10000.0
41,2022-01-20,9639.262,0,0,10000.0
42,2022-01-21,9626.992,0,0,10000.0
43,2022-01-24,9311.653,0,0,10000.0
44,2022-01-25,9346.009,0,0,10000.0
45,2022-01-26,9122.695,0,0,10000.0
46,2022-01-27,9060.118,1,1,10000.0
47,2022-01-28,9190.18,0,0,10114.798
48,2022-02-07,9299.383,0,0,10211.184999999998
49,2022-02-08,9426.990999999998,0,0,10323.817
50,2022-02-09,9425.763999999996,0,0,10322.733999999997
51,2022-02-10,9312.88,0,0,10223.098000000002
52,2022-02-11,9233.125,0,0,10152.703
53,2022-02-14,9314.106999999998,0,0,10224.180999999997
54,2022-02-15,9333.739,0,0,10241.508999999998
55,2022-02-16,9336.193,0,0,10243.675
56,2022-02-17,9419.628999999995,0,0,10317.319
57,2022-02-18,9461.346999999998,0,0,10354.140999999996
58,2022-02-21,9355.825,0,0,10261.003
59,2022-02-22,9494.476,0,0,10383.382
60,2022-02-23,9331.285,0,0,10239.343
61,2022-02-24,9397.543,0,0,10297.825
62,2022-02-25,9445.396,0,0,10340.061999999998
63,2022-02-28,9469.936,2,2,10361.721999999998
64,2022-03-01,9473.617,0,0,10361.721999999998
65,2022-03-02,9462.574,0,0,10361.721999999998
66,2022-03-03,9397.543,0,0,10361.721999999998
67,2022-03-04,9182.818,0,0,10361.721999999998
68,2022-03-07,8842.938999999998,0,0,10361.721999999998
