,tradeDate,B&H,action,operation,return
0,2021-11-23,10000.0,0,0,10000.0
1,2021-11-24,9685.36,0,0,10000.0
2,2021-11-25,9370.72,0,0,10000.0
3,2021-11-26,9300.8,2,0,10000.0
4,2021-11-29,9230.88,0,0,10000.0
5,2021-11-30,9405.68,0,0,10000.0
6,2021-12-01,9195.92,0,0,10000.0
7,2021-12-02,9160.96,1,1,10000.0
8,2021-12-03,9265.84,2,2,10091.59
9,2021-12-06,9300.8,0,0,10091.59
10,2021-12-07,9510.56,0,0,10091.59
11,2021-12-08,9580.48,1,1,10091.59
12,2021-12-09,10524.4,0,0,10887.009999999998
13,2021-12-10,11258.56,2,2,11505.67
14,2021-12-13,11118.72,0,0,11505.67
15,2021-12-14,10908.96,0,0,11505.67
16,2021-12-15,10664.24,2,0,11505.67
17,2021-12-16,10314.64,0,0,11505.67
18,2021-12-17,10000.0,0,0,11505.67
19,2021-12-20,10209.76,1,1,11505.67
20,2021-12-21,10629.28,1,1,11883.91
21,2021-12-22,10349.6,2,0,11583.35
22,2021-12-23,10069.92,0,0,11282.79
23,2021-12-24,10104.88,1,1,11320.36
24,2021-12-27,10139.84,0,0,11359.21
25,2021-12-28,10000.0,0,0,11203.81
26,2021-12-29,10314.64,1,1,11553.46
27,2021-12-30,10524.4,1,1,11788.06
28,2021-12-31,10769.12,0,0,12062.11
29,2022-01-04,10489.44,0,0,11748.91
30,2022-01-05,10419.52,0,0,11670.61
31,2022-01-06,10734.16,2,2,12022.96
32,2022-01-07,10349.6,0,0,12022.96
33,2022-01-10,10279.68,0,0,12022.96
34,2022-01-11,10454.48,1,1,12022.96
35,2022-01-12,10244.72,0,0,11830.0
36,2022-01-13,10174.8,2,0,11765.68
37,2022-01-14,10314.64,2,0,11894.32
38,2022-01-17,10139.84,0,0,11733.52
39,2022-01-18,10174.8,2,0,11765.68
40,2022-01-19,9755.28,0,0,11379.759999999998
41,2022-01-20,9720.32,0,0,11347.6
42,2022-01-21,9685.36,1,1,11315.44
43,2022-01-24,9230.88,0,0,10807.01
44,2022-01-25,9370.72,2,0,10963.45
45,2022-01-26,9195.92,1,1,10767.9
46,2022-01-27,9510.56,0,0,11133.03
47,2022-01-28,9650.4,2,0,11295.31
48,2022-02-07,9755.28,1,1,11417.02
49,2022-02-08,9860.16,0,0,11539.569999999998
50,2022-02-09,9790.24,2,2,11457.87
51,2022-02-10,9510.56,0,0,11457.87
52,2022-02-11,9300.8,0,0,11457.87
53,2022-02-14,9335.76,1,1,11457.87
54,2022-02-15,9615.44,0,0,11732.509999999998
55,2022-02-16,9685.36,2,2,11801.169999999998
56,2022-02-17,9650.4,2,0,11801.169999999998
57,2022-02-18,9755.28,2,0,11801.169999999998
58,2022-02-21,9580.48,0,0,11801.169999999998
59,2022-02-22,9615.44,0,0,11801.169999999998
60,2022-02-23,9335.76,0,0,11801.169999999998
61,2022-02-24,9335.76,1,1,11801.169999999998
62,2022-02-25,9335.76,0,0,11801.169999999998
63,2022-02-28,9370.72,2,2,11836.52
64,2022-03-01,9440.64,0,0,11836.52
65,2022-03-02,9405.68,2,0,11836.52
66,2022-03-03,9230.88,0,0,11836.52
67,2022-03-04,9160.96,0,0,11836.52
68,2022-03-07,8916.24,0,0,11836.52
69,2022-03-08,8776.4,0,0,11836.52
70,2022-03-09,8811.36,1,1,11836.52
71,2022-03-10,8846.32,0,0,11874.09
72,2022-03-11,8636.560000000001,2,0,11648.670000000002
73,2022-03-14,8321.92,2,0,11310.54
74,2022-03-15,8461.76,1,1,11460.82
75,2022-03-16,8496.720000000001,0,0,11506.22
76,2022-03-17,8741.44,0,0,11824.02
77,2022-03-18,8811.36,0,0,11914.82
78,2022-03-21,8776.4,2,2,11869.42
79,2022-03-22,8741.44,0,0,11869.42
80,2022-03-23,8636.560000000001,0,0,11869.42
81,2022-03-24,8566.640000000001,0,0,11869.42
82,2022-03-25,8601.6,2,0,11869.42
83,2022-03-28,8496.720000000001,2,0,11869.42
84,2022-03-29,8531.68,2,0,11869.42
85,2022-03-30,8496.720000000001,2,0,11869.42
86,2022-03-31,8531.68,0,0,11869.42
87,2022-04-01,8636.560000000001,2,0,11869.42
88,2022-04-06,8461.76,0,0,11869.42
89,2022-04-07,8426.800000000001,0,0,11869.42
90,2022-04-08,8182.08,0,0,11869.42
91,2022-04-11,8321.92,0,0,11869.42
92,2022-04-12,8182.08,0,0,11869.42
93,2022-04-13,8426.800000000001,2,0,11869.42
94,2022-04-14,8496.720000000001,2,0,11869.42
95,2022-04-15,8321.92,2,0,11869.42
96,2022-04-18,8252.0,0,0,11869.42
97,2022-04-19,8147.120000000001,0,0,11869.42
98,2022-04-20,7797.52,0,0,11869.42
99,2022-04-21,7692.640000000001,0,0,11869.42
100,2022-04-22,6958.4800000000005,1,1,11869.42
101,2022-04-25,6993.4400000000005,1,1,11917.13
102,2022-04-26,7133.280000000001,1,1,12145.97
103,2022-04-27,6958.4800000000005,0,0,11850.62
104,2022-04-28,7238.16,2,2,12323.18
105,2022-04-29,7273.120000000001,0,0,12323.18
106,2022-05-05,7168.24,0,0,12323.18
107,2022-05-06,7238.16,0,0,12323.18
108,2022-05-09,7273.120000000001,0,0,12323.18
109,2022-05-10,7308.08,0,0,12323.18
110,2022-05-11,7308.08,2,0,12323.18
111,2022-05-12,7238.16,0,0,12323.18
112,2022-05-13,7238.16,2,0,12323.18
113,2022-05-16,7308.08,2,0,12323.18
114,2022-05-17,7552.800000000001,0,0,12323.18
115,2022-05-18,7587.76,2,0,12323.18
116,2022-05-19,7622.720000000001,0,0,12323.18
117,2022-05-20,7797.52,0,0,12323.18
118,2022-05-23,7482.880000000001,0,0,12323.18
119,2022-05-24,7622.720000000001,0,0,12323.18
120,2022-05-25,7622.720000000001,0,0,12323.18
